review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source,final_category,label_method
"I am disappointed with how my account was handled. Sometimes rides get canceled because I accept requests from both Uber and PickMe, and I keep the one that arrives first. I understand that frequent cancellations are not ideal, but permanently blocking an account for this seems too harsh. Why is a permanent block used instead of a warning, temporary suspension, or another fair solution? I would appreciate it if you could review the account and consider a more reasonable resolution. Thank you.",2,2026-06-25 11:30:25,English,Negative,0.9994,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3465991020202636,Support & Refunds,low,497,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
irritating location issues plz make it correct I just waste my time 1hr,1,2026-06-23 16:38:42,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4422909021377563,Support & Refunds,low,71,zero-shot-bart-large-mnli,App Bugs,keyword_rule
I'm giving it 5 stars and also I would suggest you to add up a timing system like a 20 min thing in which if the restaurant or the driver after picking it up failed to make it up on time the customer gets an off of some amount just like the (Hunger station) in Saudi Arabia I know it's a lot to ask but giving an option like that would make many people to buy and also the restaurant and the driver will have a priority to deliver the food within time.,5,2026-06-22 01:05:08,English,Negative,0.9932,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.3820249140262604,Delivery Issues,low,452,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"the vehicle he came is defferent to the the number in the app,he asked for a OTP when the trip was finish.this was the first time i experienced.it didnt appear on the phone however he took my phone and got the number.",1,2026-06-18 17:22:44,English,Negative,0.9878,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6433787941932678,Driver Behavior & Safety,medium,217,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"Very disappointing experience with PickMe Food. My bakery order's ETA changed 3 times and stayed on ""Food ready, waiting for pickup"" for nearly an hour. I wanted to cancel, but there was no option in the app. The bakery couldn't cancel, PickMe support couldn't cancel, and even the rider couldn't cancel. I had to delay checking out of my hotel and wait for the food. The rider was fast once assigned, but the food arrived cold. Also, where is the option to review PickMe's service itself? Uber Eats",1,2026-06-18 14:04:51,English,Negative,0.9994,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.9003139734268188,Delivery Issues,high,499,zero-shot-bart-large-mnli,Delivery Issues,auto_high_confidence
"Last week had a bad experience. App has showed me and driver different paths, so it costed double fee. Pickme refused to refund. Always before start the trip check path and charges with driver.",1,2026-06-18 09:27:20,English,Negative,0.9989,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.7273801565170288,Support & Refunds,high,193,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
I know this isn't because of the app some of the drivers misuse the bid and some accepting trip and few minutes they cancel it or accept it and cancel it at the same time which is annoying.,2,2026-06-18 08:45:33,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8125486373901367,Driver Behavior & Safety,high,189,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
location is scrambled. it shows that don't exist,1,2026-06-17 08:02:47,English,Negative,0.9996,NEGATIVE,"privacy, security, data, account safety",0.3645509481430053,Privacy & Security,low,48,zero-shot-bart-large-mnli,App Bugs,keyword_rule
very poor customer service in pickme.when we call to customer care they every time lying.the giving fake details to us.they only focusing commission from us.. please don't recommend for anyone..,1,2026-06-16 23:36:59,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6329526901245117,Support & Refunds,medium,194,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
not working error message sorry! we could not verify your number (First installed ),1,2026-06-16 14:51:00,English,Negative,0.9981,NEGATIVE,"privacy, security, data, account safety",0.3546371161937713,Privacy & Security,low,83,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Api pick me eken kama ekak dana dawasata hamadama paya ganak badaginne weleenna una Service eka mama anthimai,1,2026-06-14 03:06:37,English,Negative,0.9961,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4875248670578003,Driver Behavior & Safety,medium,109,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
New app update doesn't work on some mobiles...!,1,2026-06-13 20:57:06,English,Negative,0.9996,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4714145362377167,App Bugs,medium,47,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Some times the riders are taking more from the clients,5,2026-06-13 17:24:36,English,Negative,0.9856,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3065677881240845,Pricing & Bidding,low,54,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
This app is a huge scam now. it intentionally selects an absurd longer route and even if you add stops along the way it makes it even more absurd. a 1km journey turns into a 3.5km one and they charge for the 3.5km even if we take the 1km route,1,2026-06-13 13:33:35,English,Negative,0.9993,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.2555317282676697,Driver Behavior & Safety,low,243,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
"This is one of the most annoying apps for booking rides. The ride get cancelld many times, or the price go higer than regular taxi ride and the booking takes so much time. Rides are very costly and the location get messed up often too. Neither fast service , nor accurate locating or nor rides on convenience price.",1,2026-06-13 12:40:26,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4481521844863891,App Bugs,low,315,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
app no work my phone,1,2026-06-13 09:11:32,English,Negative,0.9926,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.5059953331947327,App Bugs,medium,20,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
this app microstutters alot when loading restaurants to loading menus.,1,2026-06-12 10:25:24,English,Negative,0.9973,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4706694185733795,App Bugs,medium,70,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
I cannot access your appp,1,2026-06-11 17:46:14,English,Negative,0.999,NEGATIVE,"privacy, security, data, account safety",0.5165010690689087,Privacy & Security,medium,25,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
trash app.when I went some where it showed 4.7km and 10m but the drivers know a trick that when they go slower even though there is no traffic so the app shows 20m and it charges more + I get late. I would highly appreciate it if you could fix this. (some drivers also trick us by changing the gear so we think we are going normal speed even though we are going like 10kmph),1,2026-06-11 14:26:39,English,Negative,0.9965,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4611359536647796,Driver Behavior & Safety,medium,374,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
I ordered a yellow rice from kotahena keells today..not enough even for a single person and the rice is too salty. very bad..,1,2026-06-11 12:40:37,English,Negative,0.9993,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.4683894217014313,Delivery Issues,medium,125,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
why pick me not active tell me please,5,2026-06-09 06:13:33,English,Negative,0.9996,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7526462078094482,Driver Behavior & Safety,high,37,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Rare seat is uncomfotable.,4,2026-06-06 15:36:27,English,Negative,0.9965,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.34893798828125,Driver Behavior & Safety,low,26,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
4n eke udin ena notification masg app eka athule thiyana notification wala pennanne na.,1,2026-06-06 13:16:03,English,Negative,0.9931,NEGATIVE,"privacy, security, data, account safety",0.4314948916435241,Privacy & Security,low,87,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
app didnt even open goddamn,1,2026-06-06 08:11:47,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4183404147624969,Driver Behavior & Safety,low,27,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
The WORST food delivery service ever!. Gives a fake estimated delivery time and keeps prolonging it. Very disappointed.,1,2026-06-04 19:56:47,English,Negative,0.9998,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.6814159750938416,Delivery Issues,high,119,zero-shot-bart-large-mnli,Delivery Issues,auto_high_confidence
worst app I have ever used the the estimated time is just a scam it increased 1 and half hour,1,2026-06-04 19:55:58,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.404390811920166,Support & Refunds,low,93,zero-shot-bart-large-mnli,Privacy & Security,keyword_rule
bad app waiting chagers and trip end over riding not add well.so drivers charge over,1,2026-06-04 12:33:15,English,Negative,0.9959,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7274393439292908,Driver Behavior & Safety,high,84,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
verry verry bad app,1,2026-06-03 17:20:23,English,Negative,0.9996,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3551177680492401,App Bugs,low,19,zero-shot-bart-large-mnli,Exclude / Too Generic,generic_filter
driver robbed me and shot everyone in the vehicle I declare this MURDER(driver no plate:ABW 8473,1,2026-06-03 14:26:15,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8490623831748962,Driver Behavior & Safety,high,96,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
My account got reset all of a sudden. All my added details are all gone. Very disappointed. Need a fix ASAP,1,2026-06-02 23:47:16,English,Negative,0.9998,NEGATIVE,"privacy, security, data, account safety",0.814755916595459,Privacy & Security,high,107,zero-shot-bart-large-mnli,Privacy & Security,auto_high_confidence
this app banned me for no reson,1,2026-06-01 14:03:36,English,Negative,0.9989,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3531208336353302,Driver Behavior & Safety,low,31,zero-shot-bart-large-mnli,Manual Review Needed,manual_review_needed
gives automated discounts. when appealed after the trip. they ask for screenshots. bad service.,1,2026-05-31 16:26:25,English,Negative,0.9996,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4283942580223083,Support & Refunds,low,95,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"PickMe is not as fast as before. I don't think anyone should order food through PickMe anymore. I placed an order and it's been more than an hour, but it still hasn't arrived. The restaurant is located in Mount Lavinia, and the delivery address is Hill Street. Does it really take over an hour for such a delivery? I'm very disappointed with the service.",1,2026-05-30 18:22:57,English,Negative,0.9996,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.7677192687988281,Delivery Issues,high,354,zero-shot-bart-large-mnli,Delivery Issues,auto_high_confidence
